session_id_encoded,trajectory,Churn
1048135,"[1, 1, 1, 1, 1, 1]",1
724279,"[1, 1, 2]",1
900469,"[1, 2]",1
467950,"[2, 1]",1
860183,"[1, 1, 1]",1
184081,"[1, 1, 1, 1, 1, 1]",1
717243,"[1, 2]",1
941442,"[1, 2]",1
158854,"[1, 2, 2, 1]",1
529592,"[1, 2, 1]",1
509751,"[1, 2, 1, 2, 1, 2, 1]",1
763885,"[2, 1]",1
466788,"[1, 1, 1, 2, 1]",1
381180,"[1, 1, 1, 1, 2, 1, 1]",1
530652,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 3, 1, 2, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 3, 1, 1, 2, 2, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1]",1
888902,[1],1
170780,[1],1
111301,"[2, 1]",1
793619,[1],1
350182,"[2, 1]",1
505904,"[1, 1, 2, 1, 2, 1]",1
516914,"[2, 1, 2, 1]",1
642787,"[1, 1, 2, 1]",1
856447,"[1, 1, 1]",1
908960,"[1, 1]",1
496077,"[1, 2]",1
206039,"[1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1]",1
315453,[1],1
547887,"[1, 2]",1
653968,"[1, 1, 1, 1]",1
471323,"[2, 1]",1
1010314,[1],1
695554,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2]",1
301461,[1],1
2934,"[1, 1, 1, 1, 1]",1
56649,"[1, 1, 1]",1
1002181,[1],1
454875,"[1, 2]",1
237318,"[2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1]",1
331424,[1],1
535566,"[1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
639201,"[2, 1]",1
770763,"[2, 1]",1
216722,"[2, 1]",1
39056,"[1, 2]",1
85177,"[2, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1]",1
853668,"[1, 2]",1
701749,"[1, 2]",1
727680,"[1, 1]",1
609815,"[1, 1, 2, 1, 1, 2]",1
10070,"[1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1]",1
174471,[1],1
761094,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1
517171,"[1, 1, 1, 2, 1, 1, 2, 2, 1]",1
874635,"[1, 1, 1, 2, 1, 1, 1]",1
330407,"[1, 1, 1]",1
146765,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 3, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
668151,"[1, 1]",1
436467,"[2, 1, 1, 2, 1, 2]",1
573613,[1],1
885156,[1],1
297985,"[2, 1]",1
997247,"[2, 1]",1
543238,"[1, 2, 1, 1, 1, 2, 1, 1, 1]",1
259317,"[1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1]",1
233746,"[1, 2, 2, 1]",1
259404,"[1, 2]",1
545206,"[2, 1]",1
511274,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
125158,[1],1
54963,"[1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2]",1
441118,"[1, 1, 2, 1, 1, 2, 1, 1]",1
12090,[1],1
474666,[1],1
97711,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
628634,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1]",1
933569,[1],1
66669,"[2, 1]",1
474557,"[1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1]",1
252618,"[1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 2]",1
529843,[1],1
671669,"[2, 1]",1
531878,"[1, 1, 1, 2, 1, 1, 2, 1]",1
502028,"[1, 2]",1
727956,"[1, 1, 2, 1, 1, 1]",1
811743,"[1, 1, 1, 1]",1
54887,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1
276127,"[2, 1]",1
685746,"[1, 1, 1, 1, 1, 2, 2, 1, 3, 1, 1, 1, 1, 1, 1]",1
154760,"[1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1]",1
981645,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 3, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1]",1
607389,"[1, 2]",1
612852,"[1, 1]",1
478166,[1],1
235331,"[2, 1]",1
978596,"[1, 2, 2, 1]",1
516619,"[1, 2, 1, 2]",1
651991,"[2, 1]",1
40324,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
7381,"[1, 1, 1, 2, 1, 2, 1]",1
922583,"[1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 1]",1
981415,"[2, 1]",1
896960,"[2, 1]",1
734007,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
1008351,"[1, 1, 1, 1, 1, 1, 1]",0
729980,"[1, 1, 1, 1, 1]",1
846235,"[1, 2]",1
233192,[1],1
595921,[1],1
143840,"[1, 2]",1
720892,"[2, 1]",1
635949,"[1, 1, 1]",1
980955,"[1, 2]",1
128253,"[1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1]",1
633239,"[2, 1]",1
445522,[1],1
651299,"[1, 2, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1, 2, 1]",1
981436,"[1, 2]",1
191326,"[1, 1, 1, 1, 1, 1]",1
439196,[1],1
973083,"[1, 1]",1
695018,"[2, 1, 1, 2, 2, 1, 2, 1, 2, 1]",1
1034021,[1],1
624572,"[1, 1, 1, 1, 2, 1]",1
398673,"[1, 1, 1, 1, 1]",1
376443,"[1, 2, 2, 1, 1, 2]",1
888212,"[1, 2, 1, 1, 2, 2, 1]",1
108601,"[1, 1, 1]",1
744174,"[1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1]",1
162929,"[1, 1, 1, 1, 1]",1
413807,[1],1
345582,"[1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1]",1
543711,"[1, 1, 1, 1, 1, 1]",1
439369,[1],1
595283,"[2, 1]",1
987983,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1]",1
549264,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1]",1
636553,"[1, 2, 1, 2, 1, 2]",1
1020859,"[2, 1, 1, 2, 1, 1, 2]",1
774589,"[1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2]",1
942003,"[1, 1, 2, 1, 2, 1, 1, 1, 1, 1]",1
792610,"[2, 1]",1
630012,"[1, 2, 1, 2]",1
732291,[1],1
721187,[1],1
375338,"[1, 2]",1
28914,[1],1
881858,"[2, 1, 2, 1]",1
536677,[1],1
710013,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1
110837,"[2, 1, 1, 2, 2, 1]",1
727143,"[1, 2, 2, 1, 2, 1]",1
620480,[1],1
224030,"[2, 1, 1, 2, 1]",1
519130,"[1, 1, 1, 2, 2, 1]",1
56272,"[2, 1, 2, 1, 1, 2]",1
299925,"[2, 1, 1]",1
574627,"[2, 1]",1
828372,"[1, 2, 1]",1
401423,"[2, 1, 1, 2, 2, 1, 1, 2]",1
619585,"[1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1]",1
670435,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",1
937057,"[1, 2]",1
328946,"[1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1]",1
280120,"[1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1]",1
602808,"[1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
211615,"[2, 1, 1]",1
806467,"[2, 1]",1
184784,"[1, 1, 1, 2, 1]",1
746000,"[2, 1]",1
539599,"[1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 1]",1
650334,"[2, 1]",1
847752,"[2, 1, 1, 2, 2, 1]",1
829466,[1],1
835534,"[1, 2, 1, 2, 2, 1]",1
238859,"[1, 2, 2, 1]",1
368905,"[2, 1]",1
46615,"[1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2]",1
11980,"[1, 1, 2, 1, 2, 1, 1, 3, 4, 1, 1, 1]",1
463219,"[1, 1, 1, 1]",1
183222,[1],1
779814,"[1, 1, 2]",1
872291,[1],1
711604,[1],1
426051,[1],1
199197,"[1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2]",1
689618,[1],1
1032030,"[1, 1, 1, 1, 1, 1, 1]",1
603208,[1],1
1017279,"[1, 1, 1, 2, 2, 1]",1
390926,"[1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1]",1
210906,"[1, 1, 1, 1]",1
756411,[1],1
412992,"[2, 1]",1
547526,"[1, 1, 2, 1, 1, 1]",1
549685,"[1, 2]",1
10238,"[2, 1, 2, 1]",1
47004,"[1, 2]",1
293770,"[1, 1, 1, 1, 2, 2, 1, 2, 1]",1
499111,"[1, 1, 1, 1]",1
54633,[1],1
1021944,"[1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",1
650870,"[1, 2]",1
416887,[1],1
28217,"[1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1]",1
175682,"[2, 1]",1
557555,"[1, 1, 2, 1]",1
526480,"[1, 2]",1
217638,"[1, 2]",1
694411,"[1, 1, 1, 1, 2, 1, 1, 2, 1, 2]",1
482015,"[1, 1]",1
390463,"[1, 1, 1, 1]",1
1046941,"[1, 1]",1
172977,[1],1
574164,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1]",1
241903,"[2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2]",1
213755,[1],1
818853,[1],1
303442,"[1, 2, 1, 2, 2, 1, 2, 1, 1, 2]",1
99839,"[1, 1]",1
52660,"[1, 2, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1]",1
10165,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1]",1
18582,"[1, 1, 1, 2]",1
806523,"[1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1]",1
800872,[1],1
613130,"[1, 2]",1
373197,"[2, 1, 1, 1, 2, 1, 1, 2]",1
957765,"[2, 1, 1, 2, 1]",1
37089,[1],1
1019789,"[1, 1, 1, 1, 1, 2, 1, 1, 1]",1
140998,"[1, 1, 1, 1, 1]",1
22801,"[1, 2]",1
877835,"[1, 1, 1, 1, 1, 1, 1, 1]",1
689449,"[2, 1]",1
386700,"[2, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1]",1
295891,[1],1
1012558,"[2, 1, 2, 1, 1]",1
55116,"[1, 1, 1]",1
833045,"[2, 1]",1
258783,[1],1
351457,"[1, 2, 1, 1]",1
686380,[1],1
810211,"[1, 2]",1
824699,"[1, 2, 1]",1
344953,"[2, 1]",1
747674,"[1, 1, 2, 1]",1
389327,"[1, 2]",1
119368,"[1, 2]",1
176777,"[2, 1]",1
191725,"[1, 1, 1]",1
309469,[1],1
46911,"[1, 2]",1
59629,"[2, 1]",1
730865,"[1, 1, 1, 1, 1]",1
720183,"[1, 1, 2, 1, 1, 2, 1, 3, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1]",1
30140,"[1, 2, 2, 1]",1
604538,"[2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 3, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1]",1
640189,"[2, 1, 1, 1, 2]",1
232317,"[2, 1, 1, 2, 1, 2, 1, 2]",1
959280,"[2, 1, 2, 1, 2, 1, 2, 1]",1
450775,[1],1
649437,"[1, 2]",1
521945,[1],1
410830,"[1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1]",1
1010259,"[1, 2]",1
298931,"[1, 1, 1, 1, 1]",1
417905,"[1, 2]",1
900195,"[1, 2, 2, 1]",1
729618,"[1, 2]",1
950153,"[1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1]",1
295277,"[1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1]",1
944312,"[2, 1]",1
543643,"[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 3, 1, 1, 1, 2, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 2, 1, 3, 1]",0
1035163,"[1, 1, 1, 1, 1, 2, 1]",1
483588,"[1, 2]",1
539735,"[1, 1, 1, 1]",1
720112,"[1, 2]",1
232835,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",1
409577,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",1
324713,"[2, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1]",1
883085,"[1, 2]",1
327951,"[1, 1, 2, 1, 1, 2, 1, 1]",1
799858,"[1, 1, 2, 1, 1, 1, 2, 1, 1]",1
571316,"[1, 1, 2]",1
743390,"[1, 2]",1
682559,"[1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1]",1
1038424,"[1, 1, 2, 2, 1, 1, 2, 1, 2]",1
556981,[1],1
152596,"[1, 2]",1
1009308,"[1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1]",1
466349,"[1, 1]",1
533722,"[2, 1, 2, 1]",1
87032,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2]",1
980751,"[1, 2]",1
792240,"[2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1]",1
1046284,"[1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1]",1
749266,"[1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1]",1
643491,[1],1
734683,"[1, 1, 1]",1
553626,"[2, 1]",1
199109,[1],1
23946,"[1, 2, 1, 2, 2, 1, 1, 2]",1
65131,"[1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 3, 1, 1, 1]",0
47859,"[1, 1, 1]",1
30138,[1],1
25455,"[2, 1]",1
718845,"[2, 1, 1, 2, 1, 2]",1
346694,"[1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1]",1
197959,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1
497647,"[2, 1]",1
31775,"[1, 1, 1, 1, 1, 1]",1
628031,"[2, 1]",1
770935,"[1, 1, 1, 1, 1]",1
245619,"[1, 2]",1
95637,[1],1
88055,"[1, 2, 1, 2, 1, 2]",1
758166,[1],1
415604,"[1, 1, 1, 1, 1]",1
994956,"[1, 2]",1
151305,"[1, 1, 1, 2, 1]",1
469087,"[1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 3, 1, 1]",0
820230,"[1, 2]",1
571654,[1],1
1040741,"[1, 2]",1
845194,[1],1
798150,[1],1
944982,"[1, 2, 1, 1, 2]",1
34634,"[1, 1]",1
629882,[1],1
776192,"[1, 1, 2, 1]",1
56824,[1],1
972961,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1]",1
739657,"[2, 1, 2, 1]",1
762014,"[2, 1]",1
709444,"[1, 2, 2, 1, 1, 2]",1
669517,[1],1
871830,"[1, 1, 1, 1]",1
900562,[1],1
761013,"[1, 1, 2, 1, 2, 1, 1, 2, 1, 1]",1
661564,"[1, 2]",1
727224,"[1, 2]",1
510971,[1],1
146289,"[1, 1, 1, 1, 2, 1]",1
862254,"[2, 1]",1
970451,[1],1
458360,"[1, 1]",1
247138,[1],1
342330,"[2, 1]",1
1038362,[1],1
82735,"[1, 1]",1
1006720,"[1, 2, 1, 2]",1
872575,"[1, 2]",1
714343,[1],1
181579,"[1, 1, 1, 1, 1]",1
308384,"[1, 2]",1
864591,"[1, 1, 1, 1, 1, 1, 2, 1]",1
19852,"[1, 2, 3, 1, 1]",1
552267,"[1, 1, 1, 1]",1
814441,"[2, 1, 1, 1, 2, 1, 2, 2, 1]",1
462187,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1]",1
853139,"[2, 1]",1
699550,"[2, 1, 1, 1, 2, 2, 1]",1
892376,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1
31413,"[1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1]",1
289429,[1],1
550656,[1],1
212032,"[1, 2]",1
34780,"[1, 2]",1
476789,[1],1
571717,"[1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1]",1
860727,"[1, 1, 1]",1
303743,"[1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2]",1
763926,"[1, 1, 1, 4, 1]",1
480022,[1],1
878528,"[2, 1]",1
869989,"[2, 1]",1
565458,"[1, 2, 1, 1, 1, 2, 1]",1
590462,"[1, 1, 1, 1, 2, 1, 1, 2, 1]",1
130752,"[2, 1]",1
165970,"[1, 1, 2, 1, 1, 1]",1
95019,"[1, 1, 1, 1, 1, 1, 2, 1]",1
967950,"[1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1]",1
432321,[1],1
155476,[1],1
764219,"[1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1]",1
164780,"[2, 1, 2, 1, 2, 1]",1
823684,"[1, 2, 2, 1]",1
824338,"[1, 2]",1
797771,"[1, 2, 1, 2, 1, 2]",1
411985,"[2, 1]",1
734618,"[1, 2]",1
67384,"[1, 1, 1, 1, 1, 2, 1, 2]",1
310423,[1],1
944812,"[1, 2]",1
688326,"[1, 1, 2]",1
811396,"[1, 1, 1, 1, 1, 2]",1
382964,"[2, 1, 2, 1, 2, 1]",1
351196,"[2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",1
768696,"[1, 2, 1, 1]",1
913720,"[2, 1]",1
119128,"[1, 1, 1]",1
802849,"[1, 2, 1, 1]",1
626156,"[2, 1]",1
515793,[1],1
580211,"[1, 1, 1, 2, 1, 2, 1, 1, 1]",1
617165,"[1, 2]",1
658540,"[2, 1, 1, 1, 1]",1
428108,"[2, 1, 1, 2, 1, 1, 2]",1
438051,"[1, 2]",1
49129,"[2, 1]",1
270366,"[1, 2, 2, 1, 1, 2]",1
224039,[1],1
148828,[1],1
549310,"[1, 1, 2]",1
367916,"[1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1]",1
550784,[1],1
497014,"[1, 1, 2, 1, 1, 1, 1, 1]",1
625399,[1],1
701033,"[1, 1, 2, 1, 1, 2, 1]",1
58226,"[1, 2]",1
696825,"[1, 2]",1
27425,"[1, 1, 2, 1, 1, 1]",1
1009937,"[1, 1, 1, 1]",1
241400,"[2, 1]",1
136244,[1],1
450264,"[1, 2, 1, 2, 1]",1
283913,"[1, 1, 2, 1, 1, 1, 2, 1, 1]",1
52308,[1],1
790731,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
53738,"[1, 1, 2]",1
141541,[1],1
1041276,"[1, 2]",1
730470,[1],1
1046031,"[1, 2, 1, 1, 2, 2, 1, 1]",1
514460,[1],1
200591,"[2, 1, 1, 1, 1]",1
966661,"[1, 1]",1
398883,"[2, 1]",1
1008537,[1],1
26753,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",1
611109,"[1, 2]",1
482688,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
489911,"[1, 2]",1
957228,"[1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2]",1
67198,"[1, 1, 1, 1, 1]",1
411144,[1],1
452015,"[2, 1]",1
1014111,[1],1
876731,"[1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1]",1
165507,[1],1
960386,"[1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2]",1
789052,"[2, 1]",1
326222,"[1, 2]",1
144265,"[2, 1]",1
664544,[1],1
989580,"[2, 1]",1
142670,"[1, 1, 1, 1, 1, 1, 1]",1
765696,"[1, 1, 1]",1
1027198,"[1, 1, 1]",1
492086,"[1, 1, 1, 2, 1, 2, 1]",1
346731,"[1, 2, 2, 1]",1
446493,"[1, 2, 1, 2, 1, 2]",1
721665,[1],1
534527,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 2]",1
760071,"[1, 2, 1]",1
152988,[1],1
401496,"[1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",1
450353,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1]",1
381219,"[1, 2, 1, 1]",1
1042625,"[2, 1]",1
280252,[1],1
190702,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2]",1
258538,"[1, 2]",1
1036539,"[1, 2, 1, 2]",1
299278,"[1, 2, 1, 2, 2, 1, 2, 1, 1, 2]",1
282124,"[1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 1]",1
909464,"[2, 1]",1
124314,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
725655,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2]",1
1012195,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
870819,"[2, 1]",1
406747,"[1, 1, 1, 1, 1, 1]",1
771669,"[2, 1]",1
561359,"[1, 1, 2, 1]",1
277159,"[1, 2, 2, 1]",1
932128,"[2, 1]",1
401709,"[1, 1, 1, 1, 2, 2, 1]",1
734941,"[1, 2, 1]",1
346686,"[1, 2]",1
480568,"[1, 1, 1, 1, 1, 1]",1
835694,[1],1
454234,"[1, 2]",1
695470,"[2, 1]",1
1041157,"[1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1]",1
522279,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1]",1
909029,"[1, 1, 2, 1, 2, 1, 1]",1
714944,"[1, 1]",1
952589,"[1, 2, 2, 1, 2, 1, 1, 2]",1
949568,"[2, 1, 1, 2]",1
1023674,"[2, 1]",1
872580,[1],1
254255,"[2, 1, 3, 2, 1, 2, 1]",1
321010,[1],1
382778,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1]",1
409299,"[2, 1, 1, 2]",1
